action_id,object,count
pick_up,detergent bottle,5
pick_up,kitchen appliance,5
pick_up,poster,5
pick_up,pool stick,5
pick_up,skateboard,5
pick_up,brochures,5
pick_up,iron,5
pick_up,cardboard,5
pick_up,axe,5
pick_up,flower,5
pick_up,bags,5
pick_up,fruit bowl,5
pick_up,kitchen shelf,5
place_in,refrigerator cabinet,5
place_in,speaker,5
place_in,oven,5
place_in,mouse,5
place_in,printer,5
place_in,clothes bag,5
place_in,toilet paper dispenser,5
place_in,hanger,5
place_in,can,5
place_in,music equipment stand,5
place_in,ottoman,5
place_in,pool stick,5
place_in,wall lamp,5
place_on,jacket,5
place_on,cooker,5
place_on,bathroom cabinet,5
place_on,figurine,5
place_on,bedside cabinet,5
place_on,tv,5
place_on,bathroom utensil,5
place_on,storage shelving,5
place_on,bean bag chair,5
place_on,bed sheet,5
place_on,desk chair,5
place_on,kitchen utensil,5
place_on,tea set,5
place_on,pool stick,5
place_on,bucket,5
place_on,piano stool,5
place_on,headphones,5
place_on,amplifier,5
place_on,wine rack,5
place_on,soupspoon,5
place_on,radio,5
place_on,candlestick,5
place_on,apron,5
place_on,gift,5
place_on,lid,5
place_on,chassis,5
place_on,bowl of sweets,5
place_on,lace doily,5
plug_in,hose,5
polish,decoration,5
polish,chest of drawers,5
polish,painting,5
polish,antique clock,5
polish,figure,5
polish,exhibition window frame,5
pour,bowl,5
pour,bonsai tree,5
reposition,shower bar,5
reposition,bouquet,5
reposition,crib,5
reposition,toilet,5
reposition,electrical controller,5
reposition,fireplace,5
reposition,shower,5
reposition,decoder,5
reposition,soft chair,5
reposition,wrench,5
reposition,pot,5
reposition,support beam,5
reposition,wall board,5
reposition,folding stand,5
reposition,stack of chairs,5
reposition,statue,5
reposition,carpet,5
reposition,bag with sheets,5
reposition,belt,5
reposition,basket,5
reposition,sculpture,5
reposition,shower tap,5
reposition,kitchen chair,5
rinse,dishrag,5
scrub,kitchen cabinet,5
scrub,showerhead,5
scrub,table,5
scrub,shower stall,5
scrub,toilet brush,5
set,wall clock,5
set_control,oven and stove,5
set_control,fire screen,5
set_control,lamp stand,5
set_control,violin,5
set_up,painting,5
set_up,table lamp,5
set_up,pouffe,5
set_up,toaster,5
set_up,folding stand,5
set_up,exercise equipment,5
set_up,display table,5
set_up,sewing machine,5
set_up,highchair,5
set_up,easel,5
shake_out,cushion,5
stack,stack of chairs,5
store,glasses,5
store,dresser,5
store,pool stick,5
store,drawer,5
store,tape_measure,5
straighten,patio chair,5
straighten,table lamp,5
straighten,desk,5
straighten,shelf clutter,5
straighten,stuffed animal,5
straighten,toilet,5
straighten,bottle,5
straighten,advertisement,5
straighten,makeup accessories,5
straighten,tree branch,5
straighten,bedding,5
straighten,speaker,5
straighten,sofa set,5
straighten,clock,5
straighten,entertainment set,5
straighten,albums,5
straighten,guitar cases,5
straighten,rod,5
straighten,belt,5
straighten,bin,5
straighten,boxes with books,5
straighten,baby changing station,5
straighten,shower mat,5
straighten,umbrella stand,5
straighten,groceries,5
straighten,leaflets,5
straighten,records,5
straighten,basket with books,5
straighten,objects,5
straighten,bookstand,5
turn_off,furnace,5
turn_off,washing machine,5
turn_on,ceiling vent,5
turn_on,soundbar,5
turn_on,cd player,5
turn_on,sauna heater,5
unlock,safe,5
wipe,drum,5
wipe,sofa seat,5
wipe,pouffe,5
wipe,broom,5
wipe,high shelf,5
wipe,cross-trainer,5
wipe,shoe rack,5
wipe,recessed wall,5
wipe,toy,5
wipe,closet door,5
wipe,sliding glass door,5
wipe,fire pit,5
wipe,globe,5
wipe,dishes,5
wipe,urinal,5
wipe,chandelier,5
wipe,book,5
wipe,glass pane,5
wipe,vessel,5
wipe,bulletin board,5
wipe,painting frame,5
wipe,chest drawer,5
wipe,fireplace sconce,5
wipe,amplifier,5
wipe,guitar,5
wipe,poster,5
wipe,mantle,5
wipe,archway,5
wipe,kitchen cabinet lower,5
wipe,extractor hood,5
wipe,hunting trophy,5
wipe,blanket,5
wipe,figure,5
wipe,soupspoon,5
wipe,electric box,5
wipe,decorative tray,5
wipe,shower ceiling,5
wipe,locker,5
wipe,balustrade,5
wipe,ice maker,5
wipe,fireplace shelf,5
wipe,bathroom glass,5
align,cabinet,4
attach,bookshelf,4
carry,keyboard piano,4
carry,scale,4
carry,tv,4
carry,alarm_clock,4
carry,toothbrush,4
carry,candle holder,4
carry,radio,4
carry,treadmill,4
carry,clothes_hamper,4
carry,display table,4
carry,lamp table,4
carry,food,4
carry,exercise mat roll,4
carry,boxes with books,4
carry,umbrella stand,4
carry,bottles,4
carry,washing machine,4
carry,foot stand,4
close,handbag,4
close,radiator,4
close,air conditioner,4
close,panel screen,4
close,chest drawer,4
close,bed curtain,4
close,firewood chest,4
close,cabinet /otherroom,4
close,kitchen cabinet drawer,4
dump,pan,4
dump,tray,4
dump,food tray,4
dump,bowl of fruit,4
dump,kitchen lower cabinet,4
dump,glass,4
dump,jar,4
dump,pitcher,4
dump,mini fridge,4
dump,freezer,4
dump,kitchen cabinet drawer,4
dump,shredder,4
dump,clothes container,4
dust,couch,4
dust,keyboard piano,4
dust,candle holder,4
dust,bathroom shelf,4
dust,flag,4
dust,flower,4
dust,decorative vase,4
dust,air conditioner,4
dust,desk lamp,4
dust,lampshade,4
dust,laptop,4
dust,laptop_computer,4
dust,stack of books,4
dust,fire extinguisher,4
dust,antlers,4
dust,office table,4
dust,book display,4
dust,exhibition window,4
dust,staircase trim,4
dust,statue/art,4
fill,wine_bottle,4
fill,backpack,4
fill,cabinet,4
fill,bathroom accessory,4
fill,washbasin,4
fill,mini fridge,4
fluff,sofa seat,4
fluff,round cushion,4
fluff,beanbag,4
fold,stack of clothes,4
fold,bed sheet,4
hang,rail,4
hang,closet rod,4
inspect,flower stand,4
inspect,kitchen shelf,4
inspect,range hood,4
inspect,pillar,4
inspect,bottles,4
inspect,window shade,4
inspect,shoe rack,4
inspect,wall electronics,4
inspect,handrail,4
inspect,projector,4
inspect,mat,4
inspect,dressing table,4
inspect,closet,4
inspect,globe,4
inspect,bath cabinet,4
inspect,clothes rack,4
inspect,carpet,4
inspect,closet rod,4
inspect,water heater,4
inspect,bath mat,4
inspect,decoder,4
inspect,garage door frame,4
inspect,binder,4
inspect,press,4
inspect,iron board,4
inspect,jacket,4
inspect,brush,4
inspect,toaster oven,4
inspect,radio,4
inspect,wall hanger,4
inspect,magazines,4
inspect,fireplace tool set,4
inspect,axe,4
inspect,pantry,4
inspect,boxes with books,4
inspect,computer desk,4
inspect,fireplace utensil,4
inspect,freezer,4
inspect,countertop,4
inspect,bookstand,4
lift,shoulder bag,4
load,cardboard box,4
load,shampoo,4
load,toothbrush,4
load,luggage,4
load,laundry basket,4
lock,sliding door,4
lock,closet door,4
lock,safe,4
open,vent,4
open,bread box,4
open,electrical box,4
open,door cabinet,4
open,bread bin,4
open,folder,4
open,kitchen cabinet lower,4
open,dish cabinet,4
pick_up,washcloth,4
pick_up,doormat,4
pick_up,tablet,4
pick_up,luggage,4
pick_up,bread box,4
pick_up,laundry basket,4
pick_up,printer,4
pick_up,bowl with sweets,4
pick_up,box with books,4
pick_up,coffee_maker,4
pick_up,document holder,4
pick_up,basket of towels,4
pick_up,utensil,4
pick_up,violin,4
pick_up,magazines,4
pick_up,guitar straps,4
pick_up,coat rack,4
pick_up,hats,4
pick_up,briefcase,4
pick_up,water dispenser,4
pick_up,towel bar,4
pick_up,hose,4
pick_up,kitchen towel,4
pick_up,chess,4
pick_up,cook book,4
place_in,book rack,4
place_in,guitar,4
place_in,cardboard box,4
place_in,beam,4
place_in,glass,4
place_in,pot,4
place_in,fireplace,4
place_in,wall sign,4
place_in,keyboard,4
place_in,beanbag,4
place_in,clothes dryer,4
place_in,tool,4
place_in,lounge chair,4
place_in,safe,4
place_in,seat,4
place_in,punchbag,4
place_in,footrest,4
place_in,bathroom towel,4
place_on,computer,4
place_on,duvet,4
place_on,plant ornament,4
place_on,box of tissues,4
place_on,shoes rack,4
place_on,glasses,4
place_on,weight bench,4
place_on,record player,4
place_on,toilet,4
place_on,cuddly toy,4
place_on,stools,4
place_on,dressing table,4
place_on,cart,4
place_on,dishes,4
place_on,ledge,4
place_on,garden chair,4
place_on,chest,4
place_on,soft chair,4
place_on,lamp stand,4
place_on,kitchen lower cabinet,4
place_on,floor mat,4
place_on,iron board,4
place_on,globe,4
place_on,file cabinet,4
place_on,printer,4
place_on,tambourine,4
place_on,ukulele,4
place_on,product box,4
place_on,board game,4
place_on,office table,4
place_on,washing stuff,4
place_on,bottle of detergent,4
place_on,oven and stove,4
place_on,curtain,4
place_on,exercise machine,4
place_on,teapot,4
place_on,tool box,4
place_on,yoga mat,4
place_on,coach,4
place_on,bookstand,4
plug_in,screen,4
plug_in,pc tower,4
plug_in,audio cables,4
polish,radiator,4
polish,kettle,4
polish,dining chair,4
polish,frame,4
polish,candle holder,4
polish,shoe,4
polish,chest,4
polish,towel bar,4
polish,tv,4
polish,trophy,4
polish,clock,4
polish,holy cross,4
pour,shampoo,4
pour,flower stand,4
pour,kettle,4
pull,office chair,4
pull,bed comforter,4
reposition,fence,4
reposition,subwoofer,4
reposition,bedside cabinet,4
reposition,sign,4
reposition,clothes rack,4
reposition,stairs railing,4
reposition,sitting bench,4
reposition,folded chair,4
reposition,flower stand,4
reposition,device,4
reposition,doorpost,4
reposition,wall cabinet,4
reposition,locker,4
reposition,globe stand,4
reposition,beanbag,4
reposition,appliance,4
reposition,blinds,4
reposition,pillar,4
reposition,figure,4
reposition,exercise ball,4
reposition,exercise ladder,4
reposition,easel,4
rinse,cups,4
scrub,dishwasher,4
scrub,bathroom floor,4
scrub,bathtub platform,4
set,clock,4
set_control,record player,4
set_control,keyboard piano,4
set_control,piano,4
set_control,laptop,4
set_control,medical lamp,4
set_control,microwave_oven,4
set_control,antique clock,4
set_control,keyboard stand,4
set_control,night lamp,4
set_up,sofa seat,4
set_up,record player,4
set_up,air conditioning,4
set_up,appliance,4
set_up,cellular_telephone,4
set_up,coffee_maker,4
set_up,guitar,4
set_up,kitchen appliance,4
set_up,piano bench,4
set_up,coaster,4
set_up,food stand,4
shake_out,bath mat,4
shake_out,throw blanket,4
smooth,yoga mat,4
stack,stack of towels,4
stack,luggage,4
stack,pot,4
stack,dishes,4
stack,chair,4
stack,can,4
stack,tray,4
stack,guitar cases,4
stack,albums,4
stack,cardboard,4
start_machine,copier machine,4
store,cardboard box,4
store,tool,4
store,luggage,4
store,mop,4
store,bottle_opener,4
store,bucket,4
store,bin,4
store,food,4
store,paper,4
store,wrench,4
store,bath towel,4
store,shovel,4
store,washing stuff,4
store,can,4
store,pad,4
straighten,sunglasses,4
straighten,duvet,4
straighten,shower soap shelf,4
straighten,bedside lamp,4
straighten,banner,4
straighten,screw box,4
straighten,trashcan,4
straighten,coffee table,4
straighten,cushion,4
straighten,hose,4
straighten,glass,4
straighten,tree,4
straighten,bowl of fruit,4
straighten,headboard,4
straighten,document holder,4
straighten,niche,4
straighten,basket of towels,4
straighten,spa bench,4
straighten,staircase handrail,4
straighten,appliance,4
straighten,guitar straps,4
straighten,product,4
straighten,note,4
straighten,strings,4
straighten,bed cabinet,4
straighten,guitar frame,4
straighten,dishwasher,4
straighten,landing,4
straighten,washing stuff,4
straighten,vanity,4
straighten,exercise ball,4
straighten,separator,4
straighten,stack,4
straighten,recessed cubby,4
straighten,fire extinguisher,4
straighten,dumbbell,4
straighten,piano stool,4
straighten,cabinet /w clutter,4
straighten,briefcase,4
straighten,exercise mat,4
straighten,lace doily,4
straighten,closet area for hanging clothes,4
straighten,baby changing table,4
tighten,handrail,4
tighten,banister,4
tighten,cabinet door,4
tighten,door knob,4
tuck,desk chair,4
tuck,stool,4
turn_off,flashlight,4
turn_off,ventilation,4
turn_off,faucet,4
turn_off,amplifier,4
turn_on,vacuum cleaner,4
turn_on,fireplace tool set,4
turn_on,medical lamp,4
turn_on,showerhead,4
turn_on,shower wall,4
turn_on,exercise machine,4
turn_on,lampshade,4
turn_on,fume cupboard,4
turn_on,stereo set,4
turn_on,bath faucet,4
turn_on,stereo,4
unplug,toaster,4
wipe,grill,4
wipe,candlestick,4
wipe,shower wall cubby,4
wipe,box,4
wipe,bath mat,4
wipe,pan,4
wipe,notes,4
wipe,cosmetics,4
wipe,pc tower,4
wipe,bread box,4
wipe,fire screen,4
wipe,sitting bench,4
wipe,spice rack,4
wipe,beverage dispenser,4
wipe,tissue,4
wipe,cat bed,4
wipe,doorway,4
wipe,mat,4
wipe,barrel,4
wipe,antique clock,4
wipe,attic door,4
wipe,shower cockpit,4
wipe,pot,4
wipe,electric percussion,4
wipe,cat litter box,4
wipe,dartboard,4
wipe,shower caddy,4
wipe,telescope,4
wipe,water dispenser,4
wipe,decorative lamp,4
wipe,decorative bowl,4
wipe,storage shelving,4
wipe,washing machine and dryer,4
wipe,vanity,4
wipe,shelf / cabinet,4
wipe,cash register,4
wipe,closet rod,4
wipe,wall detail,4
wipe,shower bench,4
wipe,kitchen utensils,4
wipe,coach,4
wipe,shower shelf,4
wipe,salver,4
wipe,food stand,4
wipe,closet area for hanging clothes,4
align,shower door frame,3
align,desk,3
align,computer_keyboard,3
align,stand,3
align,chest of drawers,3
align,barbell,3
align,aisle frame,3
align,shower frame,3
carry,paper,3
carry,brochure,3
carry,art frame,3
carry,stack of papers,3
carry,arcade game,3
carry,microwave,3
carry,monitor,3
carry,tree branch,3
carry,lamp stand,3
carry,folder,3
carry,keyboard,3
carry,tape_measure,3
carry,robe,3
carry,pool stick,3
carry,tv stand,3
carry,laundry machine,3
carry,end table,3
carry,kitchen appliance,3
carry,broomstick,3
carry,gym mat,3
carry,meshwork,3
carry,barbell,3
carry,box of paper,3
carry,photo mount,3
carry,fitness ball,3
carry,figure,3
carry,easel,3
carry,bowl of sweets,3
carry,pedestal,3
close,nightstand,3
close,door screen,3
close,oven and stove,3
close,hatch,3
close,wash cabinet,3
close,electrical box,3
close,closet rod,3
close,shower glass,3
close,sink,3
close,screen,3
close,cardboard box,3
close,shower wall,3
close,draw,3
close,duct,3
close,casket,3
close,storage cabinet,3
close,mini fridge,3
close,furnace,3
cover,table,3
dispose,dustbin,3
dump,decorative bowl,3
dump,clothes hamper,3
dump,vase,3
dump,kettle,3
dump,pot,3
dump,firewood holder,3
dump,sauna bowl,3
dump,dish dryer,3
dump,potty,3
dust,balustrade,3
dust,stool,3
dust,plant ornament,3
dust,computer equipment,3
dust,ironing board,3
dust,boiler,3
dust,pot,3
dust,dressing table,3
dust,pipe,3
dust,kitchen extractor,3
dust,fireplace wall,3
dust,ledge,3
dust,jar,3
dust,tree branch,3
dust,platform,3
dust,coat rack,3
dust,radio,3
dust,kitchen shelf,3
dust,bouquet,3
dust,towel,3
dust,decorative lamp,3
dust,archway,3
dust,electrical box,3
dust,casket,3
dust,mouse,3
dust,shelf / cabinet,3
dust,towel bar,3
dust,furniture,3
dust,wall cabinet,3
dust,aisle frame,3
dust,wall shelf,3
dust,stand/small table,3
dust,book cabinet,3
dust,door/window frame,3
dust,drawer,3
fill,shelf,3
fill,basket of something,3
fill,cosmetics,3
fill,detergent,3
fill,laundry basket,3
fill,pet bowl,3
fill,copier machine,3
fill,towel,3
fill,drinking fountain,3
fill,storage box,3
fill,bottle of detergent,3
fill,fruit bowl,3
fluff,bean bag chair,3
fold,window curtain,3
fold,sheet,3
hang,picture frame,3
hang,banner,3
hang,artwork,3
hang,hook,3
hang,hand towel,3
hang,wreath,3
inspect,kitchen extractor,3
inspect,banister,3
inspect,bed stand,3
inspect,shower hose,3
inspect,bath tub,3
inspect,record player,3
inspect,shower handle,3
inspect,central heating furnace,3
inspect,bedside lamp,3
inspect,shelf with clutter,3
inspect,bathroom utensil,3
inspect,poster,3
inspect,pile of magazines,3
inspect,locker,3
inspect,notes,3
inspect,dining table,3
inspect,box with books,3
inspect,umbrella,3
inspect,towel bar,3
inspect,fluorescent light,3
inspect,bowl of fruit,3
inspect,tree,3
inspect,title,3
inspect,ceiling window,3
inspect,garage door motor,3
inspect,pool stick,3
inspect,washing powder,3
inspect,wall cabinet,3
inspect,spirit level,3
inspect,pc tower,3
inspect,compressor,3
inspect,kitchen towel,3
inspect,sculpture,3
inspect,wall lamp,3
inspect,statue,3
inspect,shower wall,3
inspect,keg,3
inspect,photo,3
inspect,chess,3
inspect,cork board,3
inspect,shower tub,3
inspect,dog leash,3
inspect,computer chair,3
inspect,wire,3
inspect,basket with books,3
inspect,shredder,3
inspect,computer tower,3
inspect,bath sink,3
inspect,media console,3
load,sunglasses,3
load,cart,3
load,appliance,3
load,microwave,3
lock,closet,3
lock,kitchen cabinet,3
lock,sliding glass door,3
lock,storage space,3
open,hatch,3
open,fireplace,3
open,solarium door,3
open,window /otherroom,3
open,bottle,3
open,doormat,3
open,bathroom cabinet drawer,3
open,bucket,3
open,bottles of wine,3
open,bed curtain,3
open,nightstand,3
open,wine rack,3
open,boxes with books,3
open,cabinet drawer,3
open,casket,3
open,desk door,3
pick_up,pouffe,3
pick_up,microwave,3
pick_up,lamp,3
pick_up,food tray,3
pick_up,clothes dryer,3
pick_up,washing machine and dryer,3
pick_up,notes,3
pick_up,decorative plant,3
pick_up,bowl of fruits,3
pick_up,cuddly toy,3
pick_up,golf sticks,3
pick_up,clothes rack,3
pick_up,freezer,3
pick_up,painting,3
pick_up,bath mat,3
pick_up,water fountain,3
pick_up,recycle bin,3
pick_up,kitchen countertop item,3
pick_up,fruit,3
pick_up,plate of food,3
pick_up,violin case,3
pick_up,ukulele,3
pick_up,mixer,3
pick_up,cleaning clutter,3
pick_up,belt,3
pick_up,can of paint,3
pick_up,broomstick,3
pick_up,vase,3
pick_up,exercise ball,3
pick_up,fire extinguisher,3
pick_up,spice rack,3
pick_up,hand cloth,3
pick_up,dress,3
pick_up,bicycle helmets,3
pick_up,canister,3
pick_up,board games,3
pick_up,ice maker,3
place_in,decorative bowl,3
place_in,bottle_opener,3
place_in,l-shaped sofa,3
place_in,brochure,3
place_in,stool,3
place_in,appliance,3
place_in,paper storage,3
place_in,table cloth,3
place_in,table,3
place_in,picture,3
place_in,poster,3
place_in,washing machine and dryer,3
place_in,screwdriver,3
place_in,board,3
place_in,notes,3
place_in,fire extinguisher,3
place_in,electrical box,3
place_in,rug,3
place_in,pipe,3
place_in,bed table,3
place_in,closet door,3
place_in,doorpost,3
place_in,partition,3
place_in,bedside cabinet,3
place_in,fruit,3
place_in,niche,3
place_in,sculpture,3
place_in,knife holder,3
place_in,bucket,3
place_in,hanging clothes,3
place_in,shop shelf,3
place_in,candle holder,3
place_in,attic door,3
place_in,briefcase,3
place_in,wine rack,3
place_in,shelf / cabinet,3
place_in,containers,3
place_in,kitchen chair,3
place_in,crate,3
place_in,fruit bowl,3
place_on,alarm_clock,3
place_on,kitchen countertop item,3
place_on,clock,3
place_on,hammer,3
place_on,treadmill,3
place_on,keyboard piano,3
place_on,porcelain,3
place_on,shower rail,3
place_on,beanbag chair,3
place_on,bar chair,3
place_on,coat hanger,3
place_on,kitchen top,3
place_on,toilet paper dispenser,3
place_on,fire extinguisher,3
place_on,wall hanger,3
place_on,picture frame,3
place_on,backrest,3
place_on,soundbar,3
place_on,closet shelving,3
place_on,folder,3
place_on,document,3
place_on,food,3
place_on,fruit,3
place_on,fireplace utensil,3
place_on,row of theater chairs,3
place_on,leg rest,3
place_on,deck chair,3
place_on,clarinet,3
place_on,product,3
place_on,guitar pedals,3
place_on,panel screen,3
place_on,pile of magazines,3
place_on,dish,3
place_on,fireplace tool set,3
place_on,shower mat,3
place_on,bottles,3
place_on,chess,3
place_on,alcohol bottles,3
place_on,antlers,3
place_on,stack of plates,3
place_on,coat,3
place_on,easel,3
place_on,flatware,3
place_on,kitchen chair,3
place_on,high shelf,3
place_on,silicone gun,3
place_on,containers,3
place_on,bathroom mat,3
place_on,media console,3
place_on,bed stand,3
place_on,decorative mask,3
plug_in,kitchen appliance,3
plug_in,computer equipment,3
plug_in,kettle,3
plug_in,electric guitar,3
plug_in,guitar pedals,3
plug_in,iron,3
polish,bowl,3
polish,bathroom cabinet,3
polish,kitchen cabinet,3
polish,glass,3
polish,washbasin,3
polish,floor lamp,3
polish,picture frame,3
polish,cup,3
polish,wall lamp,3
polish,saxophone,3
polish,guitar,3
polish,fireplace,3
polish,piano bench,3
polish,bath faucet,3
polish,stand,3
pour,teapot,3
pour,wine,3
pull,window curtain,3
pull,bed curtain,3
pull,ottoman,3
reposition,kitchen cabinet,3
reposition,central heating furnace,3
reposition,treadmill,3
reposition,sliding door,3
reposition,shoe rack,3
reposition,bedside lamp,3
reposition,baby chair,3
reposition,telephone,3
reposition,telescope,3
reposition,flower,3
reposition,closet door,3
reposition,attic door,3
reposition,hanger,3
reposition,shower wall,3
reposition,backrest,3
reposition,rail,3
reposition,garage door railing,3
reposition,door window,3
reposition,decor,3
reposition,cap,3
reposition,electric percussion,3
reposition,punchbag,3
reposition,gym stepper,3
reposition,post,3
reposition,shower dial,3
reposition,piano bench,3
reposition,molding,3
rinse,bowl of fruits,3
rinse,faucet,3
scrub,kitchen counter,3
scrub,shelf,3
scrub,microwave_oven,3
scrub,washing machine,3
scrub,floor mat,3
scrub,trashcan,3
scrub,tiles,3
scrub,shower cockpit,3
scrub,furnace,3
set,air conditioner,3
set,oven,3
set,air conditioning,3
set_control,showerhead,3
set_control,speaker stand,3
set_control,projector,3
set_control,led tv,3
set_control,fireplace sconce,3
set_control,ceiling fan lamp,3
set_up,kitchen counter,3
set_up,calendar,3
set_up,floor lamp,3
set_up,barbecue,3
set_up,computer equipment,3
set_up,rack,3
set_up,candle holder,3
set_up,sofa chair,3
set_up,exercise bike,3
set_up,footrest,3
set_up,pan,3
set_up,exercise machine,3
set_up,umbrella,3
stack,newspaper,3
stack,plates,3
stack,brochure,3
stack,papers,3
stack,pad,3
stack,bowl,3
stack,brochures,3
stack,basket,3
stack,board games,3
start_machine,washing machine and dryer,3
store,brochure,3
store,appliance,3
store,dustpan,3
store,coffee_maker,3
store,closet,3
store,bathroom utensil,3
store,chest,3
store,iron board,3
store,storage bin,3
store,headphones,3
store,briefcase,3
store,exercise ball,3
store,dumbbell,3
store,fan,3
store,guitar,3
straighten,bathroom towel,3
straighten,set of hangers,3
straighten,shower wall cubby,3
straighten,dish rack,3
straighten,mini fridge,3
straighten,curtain bar,3
straighten,banister,3
straighten,pc tower,3
straighten,pan,3
straighten,mirror frame,3
straighten,music player,3
straighten,rolled carpet,3
straighten,wall clock,3
straighten,computer,3
straighten,cup,3
straighten,footrest,3
straighten,bed comforter,3
straighten,bucket,3
straighten,guitar,3
straighten,doorpost,3
straighten,partition,3
straighten,screen,3
straighten,parapet,3
straighten,book rack,3
straighten,blanket basket,3
straighten,handrail,3
straighten,product box,3
straighten,shop shelf,3
straighten,microphone accessory,3
straighten,socks,3
straighten,keyboard cover,3
straighten,audio cables,3
straighten,amplifier,3
straighten,sewing set,3
straighten,notebook,3
straighten,bath towel,3
straighten,office table,3
straighten,pool table,3
straighten,shelf with art,3
straighten,pantry,3
straighten,piano bench,3
straighten,coffee machine,3
straighten,shower frame,3
straighten,hammock,3
straighten,clothes_hamper,3
straighten,bar,3
straighten,meshwork,3
straighten,wall lamp,3
straighten,shower floor,3
straighten,exercise machine,3
straighten,sunbed,3
straighten,highchair,3
straighten,telephone,3
straighten,box of something,3
straighten,drawing,3
straighten,stand/small table,3
straighten,wire,3
straighten,electric wire,3
straighten,whine shelf,3
straighten,lounger,3
straighten,casket,3
tighten,rack,3
tighten,staircase handrail,3
tighten,ceiling lamp,3
tighten,railing,3
tighten,armchair,3
tighten,board,3
tighten,stair step,3
tighten,garage door railing,3
tuck,bar chair,3
tuck,dining chair,3
turn_off,electric heater,3
turn_off,kitchen appliance,3
turn_off,music player,3
turn_off,oven and stove,3
turn_off,arcade game,3
turn_off,coffee maker,3
turn_off,coffee_maker,3
turn_off,laptop,3
turn_on,computer equipment,3
turn_on,stand,3
turn_on,camera,3
turn_on,shower floor,3
turn_on,keyboard,3
turn_on,extractor hood,3
turn_on,oil lamp,3
turn_on,lamp table,3
turn_on,shower pipe,3
unplug,microwave,3
vacuum,stair,3
vacuum,bed,3
vacuum,chair,3
vacuum,lounge chair,3
vacuum,sofa chair,3
wipe,patio chair,3
wipe,ladder,3
wipe,paper storage,3
wipe,computer equipment,3
wipe,porcelain,3
wipe,utensil,3
wipe,rocking chair,3
wipe,exit sign,3
wipe,drawer sink table,3
wipe,blackboard,3
wipe,boxes,3
wipe,bar,3
wipe,air conditioning,3
wipe,liquid soap,3
wipe,flower,3
wipe,clothes rack,3
wipe,cage,3
wipe,highchair,3
wipe,solarium door,3
wipe,brochure,3
wipe,sauna support,3
wipe,fish tank,3
wipe,cap,3
wipe,candle holder,3
wipe,sensor,3
wipe,handle,3
wipe,tree branch,3
wipe,water fountain,3
wipe,pool,3
wipe,stone,3
wipe,ceiling window,3
wipe,headboard,3
wipe,garage door opener motor,3
wipe,identifier,3
wipe,overhang,3
wipe,lampshade,3
wipe,niche,3
wipe,iron board,3
wipe,fireplace utensil,3
wipe,bathroom accessory,3
wipe,handbag,3
wipe,radio,3
wipe,file cabinet,3
wipe,calendar,3
wipe,pool stick,3
wipe,shoe,3
wipe,piano stool,3
wipe,note,3
wipe,firewood holder,3
wipe,note board,3
wipe,cleaning clutter,3
wipe,kitchen seating,3
wipe,fuse panel,3
wipe,firebox,3
wipe,kitchen handle,3
wipe,furniture,3
wipe,kitchenware,3
wipe,electrical controller,3
wipe,dish cabinet,3
wipe,hutch,3
wipe,meshwork,3
wipe,trophy,3
wipe,cabinet /otherroom,3
wipe,air hockey,3
wipe,shower tap,3
wipe,foosball table,3
wipe,wall shelf,3
wipe,bouquet,3
wipe,holy cross,3
wipe,toilet seat,3
wipe,wheel,3
wipe,boards,3
wipe,stained glass,3
wipe,dvd player,3
wipe,coaster,3
wipe,sauna bowl,3
wipe,drawing,3
wipe,fume cupboard,3
wipe,door/window frame,3
wipe,staircase trim,3
wipe,heater piping,3
wipe,pedestal,3
align,speaker,2
align,wall clock,2
align,bedside lamp,2
align,rack,2
align,mat,2
align,pouffe,2
align,swivel chair,2
align,wardrobe,2
align,coffee table,2
align,rocking chair,2
align,trumpet,2
align,mouse,2
align,bedframe,2
align,book,2
align,display of pictures,2
align,doormat,2
align,railing,2
align,patio chair,2
attach,kitchen shelf,2
attach,shower curtain rod,2
attach,rail,2
attach,cardboard box,2
attach,handrail,2
attach,clothes hanger rod,2
carry,decorative bowl,2
carry,frame,2
carry,plate of food,2
carry,grill,2
carry,figurine,2
carry,cross-trainer,2
carry,plant ornament,2
carry,bathroom utensil,2
carry,washing powder,2
carry,bathrobe,2
carry,attic hatch,2
carry,screwdriver,2
carry,speaker stand,2
carry,box with books,2
carry,foot spa,2
carry,chaise longue,2
carry,document,2
carry,basket of towels,2
carry,iron board,2
carry,cat,2
carry,refrigerator,2
carry,bottle of detergent,2
carry,saw,2
carry,elephant sculpture,2
carry,coffee machine,2
carry,leg rest,2
carry,skateboard,2
carry,electric percussion,2
carry,keyboard box,2
carry,saxophone,2
carry,stationery,2
carry,wrench,2
carry,axe,2
carry,furnace,2
carry,boat model,2
carry,punchbag,2
carry,foosball table,2
carry,computer desk,2
carry,stick,2
carry,kitchen countertop item,2
carry,violin,2
carry,typewriter,2
carry,newspaper basket,2
carry,bowl of fruit,2
carry,flag,2
carry,sewing box,2
carry,wheel,2
carry,painting tray,2
close,shower bar,2
close,laundry machine,2
close,tv,2
close,shower curtain bar,2
close,ventilation hood,2
close,clothes dryer,2
close,computer_keyboard,2
close,bread bin,2
close,window /otherroom,2
close,gas box,2
close,piano,2
close,lamp,2
close,board,2
close,luggage,2
close,garage door motor,2
close,waffle iron,2
close,ceiling door,2
close,curtain bar,2
