action_id,object,count
close,ceiling vent,2
close,curtain valence,2
close,lid,2
close,fireplace shelf,2
close,decorative window,2
close,wall panel,2
close,shower stall,2
close,closet area for hanging clothes,2
cover,shelf,2
cover,sofa,2
cover,clothes hanger,2
cover,sewing machine,2
cover,cover,2
cover,bed,2
cover,rug,2
cover,hanging clothes,2
cover,scarf,2
cover,cloth,2
dispose,trash bag,2
dispose,basket of something,2
dispose,clothes_hamper,2
dispose,shredder,2
dump,bottles,2
dump,wash cabinet,2
dump,bowl of fruits,2
dump,bidet,2
dump,crate,2
dump,document holder,2
dump,chest,2
dump,box with books,2
dump,cat litter box,2
dump,plate,2
dump,drawers,2
dump,dehumidifier,2
dust,candle,2
dust,aquarium,2
dust,high shelf,2
dust,end table,2
dust,pc tower,2
dust,storage shelving,2
dust,closet,2
dust,ceiling pipe,2
dust,rug,2
dust,dishwasher,2
dust,attic door,2
dust,decoder,2
dust,cellular_telephone,2
dust,wall beam,2
dust,rocking chair,2
dust,oven,2
dust,bedframe,2
dust,alarm_clock,2
dust,file cabinet,2
dust,shop shelf,2
dust,ukulele,2
dust,cabinet counter,2
dust,coffee machine,2
dust,electric guitar,2
dust,car model,2
dust,cabinet door,2
dust,wine rack,2
dust,fireplace tool set,2
dust,sofa chair,2
dust,lamp stand,2
dust,ceiling fan lamp,2
dust,boat model,2
dust,dish cabinet,2
dust,trash can,2
dust,display of pictures,2
dust,cd player,2
dust,drum,2
dust,curtain rail,2
dust,sofa,2
dust,washing machine,2
dust,bedside table,2
dust,typewriter,2
dust,display,2
dust,small table/stand,2
dust,patio chair,2
dust,clothes dryer,2
dust,recessed wall,2
dust,wall electronics,2
dust,light,2
dust,device,2
dust,ceiling light fixture connection,2
dust,pedestal,2
dust,holy cross,2
fill,bowl with sweets,2
fill,dishwasher,2
fill,paper towels,2
fill,toothbrush,2
fill,stationery,2
fill,kitchen cabinet,2
fill,shower tub,2
fill,jug,2
fill,firewood chest,2
fill,sink cabinet,2
fill,bathroom shelf,2
fill,dresser,2
fill,clothes_hamper,2
fill,saturator,2
fluff,chair,2
fluff,bench,2
fluff,blanket,2
flush,urinal,2
fold,stack of blankets,2
fold,paper,2
fold,towel bar,2
fold,bathroom mat,2
hang,frame,2
hang,closet mirror wall,2
hang,decoration,2
hang,clothes bag,2
hang,hammer,2
hang,shovel,2
hang,shower bar,2
hang,painting frame,2
hang,cabinet,2
hang,sign,2
hang,kitchen towel,2
hang,photo mount,2
hang,dress,2
hang,apron,2
inspect,air conditioning,2
inspect,washcloth,2
inspect,electric heater,2
inspect,barbecue,2
inspect,subwoofer,2
inspect,detergent bottle,2
inspect,wood,2
inspect,bedside cabinet,2
inspect,shower,2
inspect,plate,2
inspect,glasses,2
inspect,boxes,2
inspect,storage shelving,2
inspect,end table,2
inspect,luggage,2
inspect,shelf clutter,2
inspect,cabinet clutter,2
inspect,clutter,2
inspect,table cloth,2
inspect,exercise bike,2
inspect,bouquet,2
inspect,music player,2
inspect,food tray,2
inspect,stand,2
inspect,urinal,2
inspect,saw,2
inspect,diploma,2
inspect,cosmetics,2
inspect,sauna oven,2
inspect,cushion,2
inspect,led tv,2
inspect,closet shelving,2
inspect,lamp stand,2
inspect,tree branch,2
inspect,ornament,2
inspect,kitchen countertop items,2
inspect,coat,2
inspect,pool,2
inspect,bedpost,2
inspect,document holder,2
inspect,identifier,2
inspect,cabinet door,2
inspect,niche,2
inspect,beanbag,2
inspect,pot,2
inspect,bottle of detergent,2
inspect,garage door opener bar,2
inspect,picture frame,2
inspect,sliding door,2
inspect,tool,2
inspect,trough,2
inspect,product,2
inspect,guitar straps,2
inspect,electric guitar,2
inspect,board with keys,2
inspect,electric percussion,2
inspect,drum,2
inspect,sewing machine,2
inspect,note board,2
inspect,storage bin,2
inspect,workstation,2
inspect,briefcase,2
inspect,file cabinet,2
inspect,wall board,2
inspect,pool table,2
inspect,belt,2
inspect,plumbing,2
inspect,plunger,2
inspect,plastic bag,2
inspect,pump,2
inspect,broomstick,2
inspect,firebox,2
inspect,small table/stand,2
inspect,pad,2
inspect,casket,2
inspect,air duct,2
inspect,gas furnace,2
inspect,kitchenware,2
inspect,coat hanger,2
inspect,computer equipment,2
inspect,trash can,2
inspect,swing,2
inspect,cash register,2
inspect,recycle bin,2
inspect,easel,2
inspect,ottoman,2
inspect,desk cabinet,2
inspect,clothes hanger rod,2
inspect,kitchen utensils,2
inspect,cook book,2
inspect,recessed wall,2
inspect,vinyl records,2
inspect,closet area for hanging clothes,2
inspect,washing stuff,2
lift,product box,2
lift,sewing box,2
load,food,2
load,mouse,2
load,oven,2
load,container,2
load,hairbrush,2
load,stack of papers,2
load,machine,2
load,folder,2
load,book,2
lock,drawer,2
lock,locker,2
lock,garage door opener motor,2
lock,refrigerator,2
lock,chest,2
lock,door/window,2
lock,elevator door,2
mop,tiles,2
mop,mat,2
mop,floor mat,2
mop,tile,2
open,air conditioner,2
open,computer,2
open,ironing board,2
open,binder,2
open,bathroom cabinet door,2
open,bedside cabinet,2
open,monitor,2
open,storage bin,2
open,firewood chest,2
open,fuse panel,2
open,drawers,2
open,wine,2
open,bath curtain bar,2
open,shutters,2
open,desk cabinet,2
open,book cabinet,2
open,shower door frame,2
open,chest drawer,2
open,furnace,2
pick_up,bath towel,2
pick_up,drum,2
pick_up,stack of blankets,2
pick_up,paper storage,2
pick_up,bag,2
pick_up,shoe rack,2
pick_up,box of tissues,2
pick_up,clothes hamper,2
pick_up,control,2
pick_up,backpack,2
pick_up,chest,2
pick_up,tap,2
pick_up,watch,2
pick_up,dish,2
pick_up,bench,2
pick_up,carpet,2
pick_up,handbag,2
pick_up,shelving,2
pick_up,washbasin,2
pick_up,tea set,2
pick_up,press,2
pick_up,wreath,2
pick_up,calendar,2
pick_up,globe,2
pick_up,picture frame,2
pick_up,laundry,2
pick_up,socks,2
pick_up,cone,2
pick_up,coat hanger,2
pick_up,dishwasher,2
pick_up,appliance,2
pick_up,pool table,2
pick_up,bucket,2
pick_up,washing machine,2
pick_up,canvas,2
pick_up,spirit level,2
pick_up,kitchenware,2
pick_up,shirt,2
pick_up,table cloth,2
pick_up,groceries,2
pick_up,stack of plates,2
pick_up,oil lamp,2
pick_up,medal,2
pick_up,radio,2
pick_up,microwave_oven,2
pick_up,flatware,2
pick_up,note,2
pick_up,iron board,2
pick_up,silicone gun,2
pick_up,boxes,2
pick_up,kitchen utensils,2
pick_up,vinyl records,2
pick_up,painting tray,2
pick_up,tv remote,2
pick_up,bookstand,2
place_in,trash_can,2
place_in,door window,2
place_in,candlestick,2
place_in,bath mat,2
place_in,boxes,2
place_in,bean bag chair,2
place_in,painting,2
place_in,bowl with sweets,2
place_in,glasses,2
place_in,speaker stand,2
place_in,exhibition panel,2
place_in,glass pane,2
place_in,trash can,2
place_in,ceiling lamp,2
place_in,telephone,2
place_in,toilet paper,2
place_in,iron board,2
place_in,wrench,2
place_in,clothes hanger,2
place_in,bathroom accessory,2
place_in,table lamp,2
place_in,railing,2
place_in,wall board,2
place_in,towel bar,2
place_in,chest drawer,2
place_in,shower wall cubby,2
place_in,coffee table,2
place_in,file,2
place_in,floor lamp,2
place_in,electric percussion,2
place_in,product box,2
place_in,electric guitar,2
place_in,notebook,2
place_in,guitar frame,2
place_in,spice rack,2
place_in,bar cabinet,2
place_in,hunting trophy,2
place_in,telescope,2
place_in,broom,2
place_in,pliers,2
place_in,bath towel,2
place_in,exercise ball,2
place_in,clothing stand,2
place_in,bottles,2
place_in,luggage,2
place_in,fishing rod,2
place_in,staircase handrail,2
place_in,kitchen cabinet drawer,2
place_in,breadbox,2
place_in,book cabinet,2
place_in,desk cabinet,2
place_in,boards,2
place_in,washing powder,2
place_in,footstool,2
place_in,bathrobe,2
place_in,frame,2
place_in,shoes,2
place_in,baby changing table,2
place_on,bottles of wine,2
place_on,radiator,2
place_on,bin,2
place_on,detergent bottle,2
place_on,shower soap shelf,2
place_on,ironing board,2
place_on,sofa chair,2
place_on,acoustic panel,2
place_on,boiler,2
place_on,tool,2
place_on,coffee machine,2
place_on,luggage,2
place_on,floor stand,2
place_on,bathroom shelf,2
place_on,detergent,2
place_on,screw box,2
place_on,fan,2
place_on,highchair,2
place_on,massage bed,2
place_on,stovetop,2
place_on,game board,2
place_on,chandelier,2
place_on,wall cabinet,2
place_on,wall clock,2
place_on,globe stand,2
place_on,locker,2
place_on,basket of towels,2
place_on,exercise bike,2
place_on,knife holder,2
place_on,wreath,2
place_on,elephant sculpture,2
place_on,stack of towels,2
place_on,kitchen countertop items,2
place_on,artwork,2
place_on,countertop,2
place_on,purse,2
place_on,screen,2
place_on,robe,2
place_on,storage bin,2
place_on,clothing stand,2
place_on,saxophone,2
place_on,electric percussion,2
place_on,guitar cases,2
place_on,device,2
place_on,electric guitar,2
place_on,audio cables,2
place_on,guitar straps,2
place_on,keyboard stand,2
place_on,note,2
place_on,violin,2
place_on,shelf with shoes,2
place_on,washbasin,2
place_on,telescope,2
place_on,lamp table,2
place_on,jug,2
place_on,kitchen seating,2
place_on,shower hose,2
place_on,umbrella,2
place_on,bath cabinet,2
place_on,waffle iron,2
place_on,belt,2
place_on,tv stand,2
place_on,vanity,2
place_on,kitchenware,2
place_on,boat model,2
place_on,doll,2
place_on,display of pictures,2
place_on,bottle_opener,2
place_on,pillar,2
place_on,light fixture,2
place_on,wine,2
place_on,furnace,2
place_on,medal,2
place_on,stack of magazines,2
place_on,decorative tray,2
place_on,wine cabinet,2
place_on,art frame,2
place_on,round chair,2
place_on,keys,2
place_on,boards,2
place_on,stereo,2
place_on,bathroom counter,2
place_on,sitting bench,2
place_on,mascot,2
place_on,exercise mat,2
place_on,frame,2
place_on,clothes rack,2
place_on,drawer,2
place_on,shoes,2
place_on,box with books,2
plug_in,poster,2
plug_in,desk lamp,2
plug_in,coffee machine,2
plug_in,picture,2
plug_in,appliance,2
plug_in,headphones,2
plug_in,wall tv,2
plug_in,device,2
polish,camera,2
polish,wash cabinet,2
polish,wardrobe,2
polish,bathroom counter,2
polish,wall board,2
polish,sink cabinet,2
polish,ceiling lamp,2
polish,wall cabinet,2
polish,wall clock,2
polish,toilet,2
polish,bathtub,2
polish,wall panel,2
polish,side table,2
polish,light fixture,2
polish,sideboard,2
polish,elephant sculpture,2
polish,art frame,2
polish,trombone,2
polish,tray,2
polish,antique telephone,2
polish,toaster,2
polish,salver,2
polish,flatware,2
polish,table lamp,2
polish,exhibition window,2
polish,closet mirror wall,2
polish,fireplace wall,2
polish,plate,2
polish,vessel,2
polish,refrigerator,2
polish,support beam,2
pour,tree,2
pour,jug,2
pour,bottle of detergent,2
press,mouse,2
press,piano,2
pull,blinds,2
pull,curtain rail,2
pull,computer chair,2
pull,footrest,2
push,counter door,2
push,piano bench,2
reposition,banister,2
reposition,ceiling duct,2
reposition,table stand,2
reposition,shower handle,2
reposition,set of armchairs,2
reposition,beam,2
reposition,mannequin,2
reposition,rack of weights,2
reposition,wall panel,2
reposition,window glass,2
reposition,stools,2
reposition,flag,2
reposition,bed stand,2
reposition,globe,2
reposition,stone support structure,2
reposition,sunglasses,2
reposition,wall hanger,2
reposition,chaise,2
reposition,garden chair,2
reposition,sensor,2
reposition,faucet,2
reposition,bath cabinet,2
reposition,screen,2
reposition,wash cabinet,2
reposition,kitchen lower cabinet,2
reposition,copier machine,2
reposition,bath wall,2
reposition,magazine rack,2
reposition,panel screen,2
reposition,range hood,2
reposition,kitchen appliance,2
reposition,box,2
reposition,bed cabinet,2
reposition,media console,2
reposition,wall electronics,2
reposition,pad,2
reposition,small table/stand,2
reposition,closet,2
reposition,holy cross,2
reposition,cabinet table,2
reposition,fire extinguisher,2
reposition,wall clock,2
reposition,refrigerator,2
reposition,box with books,2
reposition,chassis,2
reposition,washbasin,2
reposition,shutter,2
reposition,shower pipe,2
reposition,bath faucet,2
reposition,circular sofa,2
reposition,entertainment set,2
reposition,heater piping,2
reposition,pedestal,2
rinse,vase,2
rinse,fruit,2
rinse,kitchen utensil,2
scrub,radiator,2
scrub,shower door,2
scrub,flowerpot,2
scrub,cabinet,2
scrub,bucket,2
scrub,kettle,2
scrub,toaster,2
scrub,foot spa,2
scrub,shower hose/head,2
scrub,handrail,2
scrub,ventilation,2
scrub,worktop,2
scrub,grate,2
scrub,shower pipe,2
scrub,kitchen sink cabinet,2
set,laptop_computer,2
set,microwave,2
set,table,2
set_control,fireplace,2
set_control,window curtain,2
set_control,furnace,2
set_control,flashlight,2
set_control,lamp table,2
set_control,water heater,2
set_control,shade rail,2
set_control,radio,2
set_control,sauna heater,2
set_up,picture,2
set_up,scale,2
set_up,table stand,2
set_up,kitchen table,2
set_up,office chair,2
set_up,kitchen island,2
set_up,watch,2
set_up,shelf,2
set_up,plant,2
set_up,bench,2
set_up,easy chair,2
set_up,candlestick,2
set_up,dinner chair,2
set_up,cutting board,2
set_up,electric drum,2
set_up,electric percussion,2
set_up,board game,2
set_up,telescope,2
set_up,candle,2
set_up,pad,2
set_up,lounge chair,2
set_up,flower,2
set_up,ornament,2
set_up,seat,2
set_up,stereo set,2
set_up,oven and stove,2
set_up,coffee machine,2
set_up,dumbbell,2
set_up,menu board,2
set_up,typewriter,2
set_up,kitchen chair,2
set_up,salver,2
set_up,stereo,2
set_up,dvd player,2
set_up,ice maker,2
set_up,led tv,2
shake_out,window curtain,2
shake_out,shower mat,2
smooth,gym mat,2
stack,dinnerware,2
stack,document,2
stack,board,2
stack,storage bin,2
start_machine,washer-dryer,2
start_machine,coffee maker,2
store,storage cabinet,2
store,bottles,2
store,fridge,2
store,boxes,2
store,brush,2
store,bowl with sweets,2
store,saw,2
store,game board,2
store,trash bag,2
store,paper towel,2
store,press,2
store,shelving,2
store,basket of towels,2
store,bed comforter,2
store,knife holder,2
store,audio cables,2
store,cloth,2
store,bottle of detergent,2
store,bathroom cabinet,2
store,bags,2
store,groceries,2
store,cosmetics,2
store,spice rack,2
store,bicycle,2
store,silicone gun,2
store,cook book,2
store,binder,2
store,mascot,2
store,bowl of fruit,2
store,ironing board,2
straighten,bottles of wine,2
straighten,doormat,2
straighten,laundry machine,2
straighten,bed light,2
straighten,shower hose,2
straighten,record player,2
straighten,set of cosmetics,2
straighten,wood,2
straighten,window shade,2
straighten,mannequin,2
straighten,cart,2
straighten,pipe,2
straighten,hammer,2
straighten,bathtub,2
straighten,dishes,2
straighten,washing machine,2
straighten,shower rod,2
straighten,dinnerware,2
straighten,scarf,2
straighten,shower cabin,2
straighten,diploma,2
straighten,backrest,2
straighten,chaise,2
straighten,coat,2
straighten,piano,2
straighten,lamp table,2
straighten,shower hose/head,2
straighten,decor,2
straighten,shelf cubby,2
straighten,title,2
straighten,food,2
straighten,pitcher,2
straighten,row of theater chairs,2
straighten,tambourine,2
straighten,guitar pedals,2
straighten,shower bar,2
straighten,toaster,2
straighten,cabinet /w cluttered art,2
straighten,archway,2
straighten,blinds,2
straighten,flashlight,2
straighten,bag with sheets,2
straighten,waffle iron,2
straighten,dartboard,2
straighten,display table,2
straighten,exercise mat roll,2
straighten,stacked chair,2
straighten,safe,2
straighten,box of tissues,2
straighten,can,2
straighten,canvas,2
straighten,bureau,2
straighten,chess,2
straighten,dish cabinet,2
straighten,storage,2
straighten,toilet brush,2
straighten,punchbag,2
straighten,display of pictures,2
straighten,alcohol bottles,2
straighten,box of paper,2
straighten,exercise ladder,2
straighten,swing,2
straighten,side table,2
straighten,keyboard piano,2
straighten,shower bench,2
straighten,shower tub,2
straighten,stack of magazines,2
straighten,decorative tray,2
straighten,shower door frame,2
straighten,stove,2
straighten,typewriter,2
straighten,breadbox,2
straighten,iron,2
straighten,mop,2
straighten,pillar,2
straighten,brush,2
straighten,boards,2
straighten,closet mirror wall,2
straighten,bonsai tree,2
straighten,flower stand,2
straighten,desk clutter,2
straighten,box with photos,2
straighten,training mat,2
straighten,bean bag chair,2
straighten,circular sofa,2
straighten,pedestal,2
tighten,desk chair,2
tighten,kitchen cabinet,2
tighten,parapet,2
tighten,folding chair,2
tighten,dining chair,2
tighten,office chair,2
tighten,vent,2
tighten,doorpost,2
tighten,bath sink,2
tighten,curtain rod,2
tighten,table,2
turn_off,stovetop,2
turn_off,camera,2
turn_off,mirror,2
turn_off,sauna oven,2
turn_off,lamp stand,2
turn_off,bathtub,2
turn_off,dishwasher,2
turn_off,keyboard,2
turn_on,pot,2
turn_on,shower hose,2
turn_on,tablet,2
turn_on,pump,2
turn_on,wall electronics,2
turn_on,lantern,2
turn_on,cellular_telephone,2
turn_on,decoration,2
turn_on,copier machine,2
turn_on,washbasin,2
turn_on,mixer,2
turn_on,shower rail,2
turn_on,shower hose/head,2
turn_on,copier,2
turn_on,refrigerator,2
turn_on,shower tap,2
turn_on,bath,2
turn_on,display,2
turn_on,air vent,2
turn_on,ceiling light fixture connection,2
unlock,cabinet,2
unlock,attic door,2
unplug,telephone,2
unplug,appliance,2
unplug,coffee machine,2
unplug,kitchen appliance,2
vacuum,doorstep,2
wipe,table stand,2
wipe,wood,2
wipe,clothes hanger,2
wipe,tool box,2
wipe,dishrag,2
wipe,shower soap shelf,2
wipe,plant ornament,2
wipe,decor,2
wipe,decorative vase,2
wipe,flashlight,2
wipe,shower rod,2
wipe,pet bed,2
wipe,cushion,2
wipe,massage bed,2
wipe,art piece,2
wipe,crate,2
wipe,sauna oven,2
wipe,garden chair,2
wipe,glass door,2
wipe,electrical box,2
wipe,lamp stand,2
wipe,globe stand,2
wipe,folder,2
wipe,tea set,2
wipe,chimney,2
wipe,bedframe,2
wipe,basket of something,2
wipe,hose,2
wipe,landing,2
wipe,clothing stand,2
wipe,cat tree,2
wipe,firewood,2
wipe,den,2
wipe,electric guitar,2
wipe,trombone,2
wipe,headphones,2
wipe,clarinet,2
wipe,rod,2
wipe,iron,2
wipe,place mat,2
wipe,bed cabinet,2
wipe,jug,2
wipe,pile of magazines,2
wipe,dish,2
wipe,tool,2
wipe,doorstep,2
wipe,safe,2
wipe,shelf with art,2
wipe,crib,2
wipe,console,2
wipe,shower frame,2
wipe,air duct,2
wipe,shower tray,2
wipe,copier,2
wipe,bathtub platform,2
wipe,toilet brush,2
wipe,drawers,2
wipe,attic hatch,2
wipe,shisha,2
wipe,dish dryer,2
wipe,breadbox,2
wipe,kitchen decoration,2
wipe,closet floor,2
wipe,light,2
wipe,chassis,2
wipe,whine shelf,2
wipe,grate,2
wipe,bathtub utensil,2
wipe,stair wall,2
wipe,shower curtain rod,2
wipe,potty,2
wipe,computer chair,2
wipe,trash_can,2
wipe,floor stand,2
align,curtain bar,1
align,shoe rack,1
align,beam,1
align,closet door,1
align,stairs railing,1
align,candle holder,1
align,panel,1
align,backrest,1
align,bedpost,1
align,board,1
align,lamp,1
align,l-shaped sofa,1
align,identifier,1
align,vase,1
align,floor lamp,1
align,lounge chair,1
align,book rack,1
align,dinner chair,1
align,calendar,1
align,computer,1
align,wall lamp,1
align,painting frame,1
align,screen,1
align,shop shelf,1
align,music equipment stand,1
align,product box,1
align,saxophone,1
align,ukulele,1
align,floor mat,1
align,garage door railing,1
align,sofa chair,1
align,carpet,1
align,handrail,1
align,gym stepper,1
align,umbrella,1
align,fire extinguisher,1
align,sofa,1
align,shelving,1
align,bedside cabinet,1
align,drawer,1
align,clothes hanger rod,1
align,hearth,1
align,statue,1
align,book display,1
align,photo stand,1
align,computer chair,1
align,footrest,1
align,bicycle,1
align,piano bench,1
align,computer tower,1
align,elevator door,1
align,flower stand,1
align,wall tv,1
align,bed,1
align,statue/art,1
align,pillar,1
attach,box,1
attach,cabinet,1
attach,closet rod,1
attach,garage door railing,1
attach,artwork,1
attach,speaker,1
attach,door/window frame,1
attach,picture,1
attach,lid,1
attach,stair handle,1
attach,art frame,1
carry,pliers,1
carry,bath towel,1
carry,computer,1
carry,barbecue,1
carry,stair step,1
carry,duvet,1
carry,stack of blankets,1
carry,clothes bag,1
carry,sliding door,1
carry,jacket,1
carry,mannequin,1
carry,acoustic panel,1
carry,banner,1
carry,notes,1
carry,cuddly toy,1
carry,bowl of fruits,1
carry,golf sticks,1
carry,decorative vase,1
carry,stone support structure,1
carry,glasses,1
carry,bottle_opener,1
carry,brochures,1
carry,exhibition panel,1
carry,diploma,1
carry,bath mat,1
carry,lantern,1
carry,pipe,1
carry,wall panel,1
carry,desk lamp,1
carry,platform,1
carry,kitchen utensil,1
carry,globe stand,1
carry,recycle bin,1
carry,dishes,1
carry,clothes dryer,1
carry,rope,1
carry,artwork,1
carry,row of theater chairs,1
carry,violin case,1
carry,wall hanger,1
carry,washer-dryer,1
carry,laundry,1
carry,trough,1
carry,stack of towels,1
carry,stack of books,1
carry,stack of product boxes,1
carry,product box,1
carry,electric drum,1
carry,albums,1
carry,product boxes,1
carry,trombone,1
carry,sewing machine,1
carry,telescope,1
carry,iron,1
carry,jug,1
carry,copier machine,1
carry,wall board,1
carry,cardboard,1
carry,wall tv,1
carry,bag with sheets,1
carry,waffle iron,1
carry,cloth,1
carry,sink,1
carry,fireplace tool set,1
carry,picture frame,1
carry,plunger,1
carry,pump,1
carry,canvas,1
carry,drywall board,1
carry,drawers,1
carry,fruit bowl,1
carry,shower wall,1
carry,boiler,1
carry,coat hanger,1
carry,storage,1
carry,doll,1
carry,furniture,1
carry,trash can,1
carry,teapot,1
carry,separator,1
carry,leaflets,1
carry,menu board,1
carry,gas container,1
carry,containers,1
carry,keg,1
carry,chess,1
carry,stack of plates,1
carry,radiator,1
carry,box of something,1
carry,fishing rod,1
carry,trophy,1
carry,paper storage,1
carry,bath curtain bar,1
carry,cd player,1
carry,pitchfork,1
carry,handrail,1
carry,stand/small table,1
carry,stack of books / papers,1
carry,bags,1
carry,chassis,1
carry,sideboard,1
carry,lampshade,1
carry,shower curtain,1
carry,bath side table,1
carry,kitchen countertop items,1
carry,podium,1
carry,box with photos,1
carry,dried flowers,1
carry,base,1
carry,training mat,1
carry,device,1
carry,safe,1
carry,shower curtain rod,1
carry,curtain,1
carry,trash_can,1
carry,model,1
close,grill,1
close,wall cubby,1
close,poster,1
close,boiler,1
close,mirror frame,1
close,record player,1
close,screw box,1
close,solarium door,1
close,air conditioning,1
close,bottle,1
close,glass pane,1
close,closet mirror wall,1
close,bathrobe,1
close,alarm_clock,1
close,bathroom cabinet door,1
close,boxes,1
close,binder,1
close,garage door opener bar,1
close,file cabinet,1
close,shelf,1
close,archway,1
close,air vent,1
close,newspaper,1
close,picture,1
close,storage,1
close,tool box,1
close,drawers,1
close,separator,1
close,gas container,1
close,wine_bottle,1
close,cabinet drawer,1
close,bar cabinet,1
close,wine cabinet,1
close,computer tower,1
close,exhibition window,1
close,exhibition window frame,1
close,bedside table,1
close,self-closing mechanism,1
close,bathtub,1
close,door hinge,1
close,kitchen cabinet door,1
close,desk door,1
cover,mat,1
cover,cardboard box,1
cover,clothes bag,1
cover,floor lamp,1
cover,fireplace,1
cover,kitchen counter,1
cover,sunglasses,1
cover,board,1
cover,mirror,1
cover,guitar case cover,1
cover,electric drum,1
cover,keyboard cover,1
cover,telescope,1
cover,couch,1
cover,keyboard,1
cover,cables,1
cover,tv,1
cover,chair,1
cover,armchair,1
cover,art frame,1
cover,gift,1
cover,painting,1
dispose,fridge,1
dispose,toilet,1
dispose,kitchen cabinet,1
dispose,bucket,1
dispose,cabinet,1
dispose,kitchen cabinet door,1
dump,toilet paper,1
dump,kitchen appliance,1
dump,clothes bag,1
dump,oven and stove,1
dump,washbasin,1
dump,hatch,1
dump,dish rack,1
dump,clutter,1
dump,luggage,1
dump,file cabinet,1
dump,machine,1
dump,bathtub,1
dump,bath tub,1
dump,foot spa,1
dump,hanger,1
dump,paper towel,1
dump,bathroom cabinet drawer,1
dump,fruit,1
dump,towel,1
dump,basket of towels,1
dump,camera,1
dump,product box,1
dump,keyboard box,1
dump,stack of product boxes,1
dump,headphones,1
dump,stool,1
dump,fireplace,1
dump,cabinet door,1
dump,urinal,1
dump,closet,1
dump,box of paper,1
dump,cabinet /otherroom,1
dump,flower vase,1
dump,doormat,1
dump,ceiling vent,1
dump,locker,1
dump,bags,1
dump,kitchen shelf,1
dump,refrigerator cabinet,1
dump,cardboard box,1
dust,bottles of wine,1
dust,closet mirror wall,1
dust,storage cabinet,1
dust,scale,1
dust,pouffe,1
dust,air conditioning,1
dust,sliding door,1
dust,wall cubby,1
dust,closet shelf,1
dust,mannequin,1
dust,pump,1
dust,machine,1
dust,plush toy,1
dust,projector,1
dust,office chair,1
dust,dining table,1
dust,cage,1
dust,wall indent,1
dust,ceiling door,1
dust,cushion,1
dust,shoe,1
dust,solarium,1
dust,shower,1
dust,panel,1
dust,shoe rack,1
dust,glass pane,1
dust,lantern,1
dust,soundbar,1
dust,sofa seat,1
dust,barrel,1
dust,locker,1
dust,swivel chair,1
dust,easy chair,1
dust,bedpost,1
dust,niche,1
dust,shelf cubby,1
dust,book rack,1
dust,bucket,1
dust,lounge chair,1
dust,box,1
dust,door window,1
dust,shutters,1
dust,row of theater chairs,1
dust,wine_bottle,1
dust,window shutter,1
dust,violin case,1
dust,landing,1
dust,stonework,1
dust,kitchen appliance,1
dust,brochures,1
dust,amplifier,1
dust,counter desk,1
dust,rod,1
dust,telescope,1
dust,footrest,1
dust,bed cabinet,1
dust,fuse panel,1
dust,garage door railing,1
dust,workstation,1
dust,kettle,1
dust,copier machine,1
dust,seat,1
dust,ceiling lower,1
dust,clothes,1
dust,treadmill,1
dust,exercise equipment,1
dust,shelf with clutter,1
dust,stairs wall,1
dust,broom,1
dust,vanity,1
dust,lamp shade,1
dust,console,1
dust,gas furnace,1
dust,basket,1
dust,stereo set,1
dust,bureau,1
dust,chess,1
dust,copier,1
dust,counter,1
dust,bin,1
dust,hutch,1
dust,vacuum cleaner,1
dust,cloth,1
dust,hat,1
dust,meshwork,1
dust,separator,1
dust,post,1
dust,duct,1
dust,ventilation hood,1
dust,sink/basin,1
dust,shower door,1
dust,air hockey,1
dust,wall detail,1
dust,carpet,1
dust,shower door frame,1
dust,hearth,1
dust,fitness ball,1
dust,mini fridge,1
dust,bed,1
dust,wine cabinet,1
dust,kitchen countertop item,1
dust,keyboard stand,1
dust,tank,1
dust,easel,1
dust,fireplace sconce,1
dust,stuffed animal,1
dust,stove,1
dust,electric box,1
dust,kitchen utensil,1
dust,cabinet /w clutter,1
dust,curtain valence,1
dust,sensor,1
dust,kitchen decoration,1
dust,desk cabinet,1
dust,iron board,1
dust,window shutters,1
dust,tray,1
dust,computer tower,1
dust,exhibition window frame,1
dust,ceiling arch,1
dust,elevator door,1
dust,whine shelf,1
dust,dvd player,1
dust,toilet,1
dust,bonsai tree,1
dust,desk clutter,1
dust,bath cabinet,1
dust,brush,1
dust,dried flowers,1
dust,countertop,1
dust,drawing,1
dust,exercise bike,1
dust,pillow,1
dust,decorative bowl,1
dust,toilet brush,1
dust,compound wall,1
dust,shower ceiling,1
dust,bathroom art,1
dust,kitchen island,1
dust,heater piping,1
dust,window valence,1
dust,wash cabinet,1
dust,bulletin board,1
dust,bed light,1
dust,molding,1
fill,firewood holder,1
fill,clothes bag,1
fill,toaster,1
fill,wall cubby,1
fill,box,1
fill,boiler,1
fill,bowl of fruits,1
fill,pet bed,1
fill,pan,1
fill,aquarium,1
fill,foot spa,1
fill,vessel,1
fill,bin,1
fill,stack of towels,1
fill,storage bin,1
fill,toilet,1
fill,trough,1
fill,shop shelf,1
fill,brochures,1
fill,washing machine,1
fill,wash cabinet,1
fill,shower bar,1
fill,washing powder,1
fill,pantry,1
fill,casket,1
fill,copier,1
fill,box of paper,1
fill,teapot,1
fill,wine rack,1
fill,bottles,1
fill,chest of drawers,1
fill,spice rack,1
fill,luggage,1
fill,decorative vase,1
fill,paper storage,1
fill,bathroom cabinet,1
fill,canister,1
fill,trashcan,1
fill,ice maker,1
fill,bowl of sweets,1
